"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT06","WT08","WT09"
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-11","5.14",,"0.00","0.0","0.0","63","78","55","  200","  200","14.1","21.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-12","6.26",,"0.00","0.0","0.0","68","82","60","  220","  220","18.1","25.9","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-13","6.04",,"0.00","0.0","0.0","67","78","59","  150","  140","17.0","23.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-14","3.80",,"0.00","0.0","0.0","70","82","60","  200","  220","12.1","17.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-15","2.01",,"0.00","0.0","0.0","71","86","62","  230","  240","10.1","14.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-16","5.14",,"0.00","0.0","0.0","72","83","64","  140","  200","14.1","19.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-17","7.38",,"0.00","0.0","0.0","70","88","60","  300","  290","17.0","28.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-18","6.26",,"0.00","0.0","0.0","58","64","51","  310","  300","14.1","21.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-19","4.25",,"0.03","0.0","0.0","56","66","49","  150","  130","8.9","14.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-20","6.04",,"0.46","0.0","0.0","59","63","58","  130","  120","21.0","36.0","    1",,"    1",,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-21","15.88",,"0.21","0.0","0.0","63","74","47","  290","  270","36.0","53.9","    1",,"    1",,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-22","5.82",,"0.00","0.0","0.0","51","63","40","  230","  340","13.0","19.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-23","7.16",,"0.01","0.0","0.0","50","54","43","  100","   60","14.1","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-24","9.62",,"0.08","0.0","0.0","49","60","44","  140","  140","21.9","34.0","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-25","6.71",,"0.10","0.0","0.0","62","68","50","  310","  300","17.0","28.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-26","9.62",,"0.07","0.0","0.0","52","55","43","  290","  290","19.9","30.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-27","6.26",,"0.45","0.0","0.0","51","64","39","  200","  180","21.9","31.1","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-28","7.83",,"0.00","0.0","0.0","51","54","43","  300","  310","16.1","23.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-29","7.16",,"0.03","0.0","0.0","44","47","35","  290","  290","17.0","25.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-09-30","2.46",,"0.00","0.0","0.0","42","55","34","  180","  220","8.1","13.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-01","4.25",,"0.10","0.0","0.0","47","56","40","  130","  120","10.1","15.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-02","4.70",,"0.00","0.0","0.0","50","59","42","  260","   50","8.9","13.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-03","8.72",,"1.84","0.0","0.0","50","70","42","  240","  240","25.1","42.9","    1",,"    1",,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-04","16.33",,"0.00","0.0","0.0","51","69","34","  310","  330","36.9","63.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-05","5.82",,"0.03","0.0","0.0","41","48","35","  100","   70","12.1","21.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-06","6.93",,"0.02","0.0","0.0","47","54","45","  310","  310","16.1","23.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-07","5.59",,"0.00","0.0","0.0","46","49","43","   40","   60","10.1","18.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-08","5.82",,"0.70","0.0","0.0","46","59","42","  100","  100","12.1","23.9","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-09","4.70",,"0.11","0.0","0.0","57","62","49","   70","   70","13.0","21.9","    1","    1","    1",,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-10","9.40",,"3.20","0.0","0.0","51","55","46","   60","  110","16.1","25.1","    1",,"    1",,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-11","13.87",,"0.06","0.0","0.0","49","56","37","  290","  290","28.0","42.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-12","11.86",,"0.13","0.8","0.0","38","43","34","  300","  290","23.0","36.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-13","6.49",,"0.00","0.0","0.0","38","49","33","  230","  200","16.1","25.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-14","5.82",,"0.15","0.0","0.0","45","48","39","  320","  330","13.0","18.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-15","10.96",,"0.30","0.1","0.0","38","40","35","  280","  280","28.0","42.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-16","10.29",,"0.02","0.0","0.0","40","51","33","  290","  320","17.0","36.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-17","12.30",,"0.20","1.6","0.0","36","40","32","  310","  330","25.1","42.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-18","12.30",,"0.00","0.0","0.0","39","52","29","  230","  230","23.0","38.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-19","13.65",,"0.29","0.0","0.0","51","58","46","  290","  300","25.1","42.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-20","14.99",,"0.01","0.0","0.0","42","46","34","  290","  280","25.9","38.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-21","4.70",,"0.00","0.0","0.0","35","40","33","  220","  320","13.0","21.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-22","5.37",,"0.00","0.0","0.0","39","55","30","  210","  200","14.1","19.0","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-23","11.18",,"0.00","0.0","0.0","43","46","37","  330","  330","19.9","32.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-24","2.91",,"0.00","0.0","0.0","37","44","28","  330","  330","10.1","15.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-25","1.79",,"0.00","0.0","0.0","37","47","29","  110","   70","6.0","8.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-26","6.71",,"0.03","0.0","0.0","40","44","37","   90","  100","12.1","19.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-27","4.70",,"0.11","0.0","0.0","39","43","37","  120","  100","8.9","16.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-28","4.92",,"0.10","0.5","0.0","37","39","34","  340","  330","13.0","21.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-29","10.07",,"0.00","0.0","0.0","41","46","37","  310","  300","19.9","30.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-30","5.59",,"0.04","0.0","0.0","41","47","34","  130","  150","17.0","25.1","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-10-31","8.95",,"0.00","0.0","0.0","46","55","42","  300","  320","18.1","28.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-01","6.49",,"0.00","0.0","0.0","42","47","37","  270","  270","13.0","18.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-02","5.37",,"0.00","0.0","0.0","40","43","35","   10","   50","12.1","17.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-03","5.82",,"0.00","0.0","0.0","35","40","29","  320","  310","15.0","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-04","9.40",,"0.05","0.0","0.0","34","44","26","  100","  130","19.9","32.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-05","9.40",,"0.67","0.0","0.0","44","48","43","  210","  140","19.9","31.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-06","8.28",,"0.67","0.0","0.0","43","44","41","  300","  280","19.9","30.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-07","11.41",,"0.19","0.0","0.0","40","41","35","  290","  290","21.0","31.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-08","7.61",,"0.16","1.0","1.2","34","36","32","  310","  320","17.0","29.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-09","6.93",,"0.37","4.8","0.0","33","34","30","   80","  100","14.1","23.0","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-10","9.40",,"0.07","1.7","5.1","28","30","23","  290","  290","21.0","30.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-11","5.14",,"0.05","0.8","3.9","26","32","21","  240","  220","12.1","16.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-12","8.95",,"0.12","1.7","3.9","29","33","26","  290","  280","19.9","31.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-13","6.49",,"0.52","7.7","7.1","23","26","15","  280","  310","19.9","32.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-14","4.25",,"0.24","3.8","11.0","18","22","15","   40",,"8.1",,,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-15","7.38",,"0.00","0.0","9.1","26","35","20","  150","  170","16.1","28.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-16","7.83",,"0.04","0.2","5.9","34","38","31","  280","  300","23.9","38.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-17","8.95",,"0.03","0.5","5.1","27","31","22","  310","  290","21.0","32.0","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-18","9.17",,"0.00","0.0","5.1","22","30","13","  220","  270","18.1","29.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-19","5.82",,"0.15","1.5","5.1","23","25","14","   60","   50","10.1","17.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-20","6.49",,"0.04","0.9","5.9","14","24","6","  250","  250","23.0","36.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-21","8.50",,"0.03","0.6","7.1","15","26","1","  330","  310","25.1","40.0","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-22","7.16",,"0.00","0.0","7.1","9","26","-2","  150","  150","18.1","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-23","9.17",,"0.00","0.0","5.9","30","38","25","  130","  140","15.0","23.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-24","6.93",,"0.58","0.0","5.1","38","40","37","  120","   90","13.0","19.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-25","12.53",,"0.02","0.0","3.1","36","38","32","  310","  290","18.1","30.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-26","10.51",,"0.00","0.0","3.1","29","32","25","  320","  340","17.0","27.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-27","12.30",,"0.00","0.0","3.1","25","27","22","  330","  320","19.9","29.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-28","7.61",,"0.01","0.2","3.1","28","32","23","  310","  340","14.1","21.0","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-29","1.12",,"0.02","0.4","3.1","32","35","29","  110","  100","6.0","8.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-11-30","1.79",,"0.01","0.1","3.1","32","36","30","  230","  230","6.9","8.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-01","4.03",,"0.00","0.0","3.1","34","36","34","   80","   90","12.1","18.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-02","7.16",,"0.64","4.6","3.9","35","37","30","   50","   30","17.0","28.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-03","7.61",,"0.00","0.0","5.9","28","30","17","  350","  350","13.0","21.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-04","4.92",,"0.00","0.0","5.9","22","33","10","  230","  260","13.0","19.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-05","6.93",,"0.11","1.9","5.1","25","31","19","  220","  210","16.1","23.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-06","9.40",,"0.27","3.4","9.1","26","29","9","  310","  300","21.0","32.0","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-07","4.70",,"0.00","0.1","7.9","13","21","7","  230","  230","10.1","13.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-08","9.84",,"0.01","0.2","7.9","22","30","13","  240","  240","17.0","23.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-09","9.40",,"0.00","0.0","7.9","25","30","20","  250","  250","16.1","23.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-10","6.26",,"0.00","0.0","7.1","31","34","28","  240","  270","16.1","21.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-11","3.13",,"0.01","0.1","7.1","31","34","21","  250","   70","8.9","14.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-12","8.05",,"0.00","0.0","7.1","25","31","19","  120","  110","17.0","30.0","    1",,,"    1",,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-13","7.61",,"0.00","0.0","7.1","32","35","31","  100","  100","13.0","21.0","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-14","6.26",,"0.03","0.3","5.9","35","38","27","  200","  210","16.1","21.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-15","3.58",,"0.00","0.0","5.9","31","40","23","  230","  230","10.1","14.1","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-16","7.83",,"0.00","0.0","5.9","34","40","30","  300","  290","23.9","38.9","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-17","14.09",,"0.00","0.0","5.9","32","37","23","  310","  310","28.0","40.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-18","5.59",,"0.00","0.0","5.9","23","30","16","  140","  100","10.1","17.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-19","4.70",,"0.00","0.0","5.9","32","42","26","  190","  200","10.1","14.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-20","4.92",,"0.13","0.0","5.1","38","39","37","  130","  140","10.1","15.0","    1","    1",,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-21","8.95",,"0.11","0.6","5.1","33","38","19","  360","  360","16.1","23.9","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-22","5.37",,"0.00","0.0","5.1","19","25","11","  330","  350","13.0","19.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-23","6.04",,"0.09","1.2","5.1","18","24","14","  100","  110","10.1","17.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-24","2.68",,"0.02","0.3","5.9","24","29","20","  310","  300","10.1","15.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-25","1.34",,"0.01","0.1","5.9","26","28","20","  230","  220","6.9","8.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-26","4.47",,"0.00","0.0","5.9","28","31","18","   10","  290","10.1","17.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-27","12.30",,"0.36","1.3","5.9","24","32","18","  100","  110","21.9","36.0","    1",,,"    1",,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-28","6.71",,"0.28","0.0","5.9","33","39","11","  340","   20","16.1","25.9","    1","    1",,"    1",,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-29","4.25",,"0.00","0.1","5.9","10","19","3","   10","   20","10.1","15.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-30","4.47",,"0.00","0.1","5.9","22","31","18","  190","  190","13.0","18.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2018-12-31","5.59",,"0.02","0.1","5.9","32","35","20","   20","   20","16.1","23.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-01","6.49",,"0.00","0.0","5.9","16","20","5","   10","  360","18.1","25.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-02","5.37",,"0.09","1.1","5.9","15","23","12","  250","  250","12.1","17.0","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-03","9.62",,"0.23","1.8","7.1","24","35","22","  210","  210","21.0","31.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-04","4.47",,"0.00","0.0","7.9","32","38","25","  240","  240","12.1","17.0","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-05","4.47",,"0.00","0.0","7.9","31","36","25","  320","  320","17.0","25.9","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-06","7.38",,"0.00","0.0","7.9","27","35","16","  320","  310","18.1","28.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-07","12.08",,"1.34","12.3","7.9","22","32","16","  110","  120","23.0","38.9","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-08","11.18",,"0.06","0.6","18.1","34","37","27","  290","  280","25.1","38.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-09","12.75",,"0.21","4.8","20.9","26","28","11","  340","  310","19.9","31.1","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-10","8.50",,"0.00","0.0","20.9","10","14","3","  340","  330","18.1","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-11","2.68",,"0.01","0.5","20.1","7","14","0","   20","   30","8.1","12.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-12","3.58",,"0.00","0.0","18.9","10","17","4","  130","   70","8.1","14.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-13","3.36",,"0.00","0.0","18.9","7","17","0","  140","  100","6.9","11.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-14","2.68",,"0.03","0.2","18.9","19","31","13","  270","  260","8.9","14.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-15","8.95",,"0.03","0.3","18.1","29","33","27","  280","  250","25.1","40.0","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-16","10.51",,"0.03","0.5","18.1","16","32","5","  300","  300","29.1","47.0","    1","    1",,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-17","4.25",,"0.00","0.3","18.1","14","22","10","  230","  230","12.1","16.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-18","10.07",,"0.07","2.0","18.9","16","23","-3","  310","  290","23.0","35.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-19","4.03",,"0.00","0.0","18.1","-5","3","-14","   60","   40","10.1","17.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-20","6.26",,"0.00","0.0","18.1","-7","-2","-16","   30","   40","14.1","21.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-21","2.68",,"0.00","0.0","18.1","-4","15","-19","  260","  260","8.1","12.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-22","5.82",,"0.47","4.4","18.1","9","20","-2","  150","  140","17.0","27.1","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-23","3.80",,"0.21","2.8","20.9","22","26","17","  280","  290","6.9","12.1","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-24","3.13",,"0.18","4.0","24.0","19","23","10","   20","  360","14.1","21.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-25","5.59",,"0.02","1.0","26.0","8","17","-6","  340","  360","15.0","23.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-26","4.47",,"0.03","0.3","26.0","-7","2","-18","  230","   90","8.9","13.0","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-27","6.93",,"0.05","1.6","27.2","-4","6","-19","  350","  330","17.0","25.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-28","8.50",,"0.12","1.5","25.2","-15","-4","-24","   60","   90","12.1","25.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-29","4.03",,"0.02","0.3","25.2","-4","5","-13","  130","  130","10.1","14.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-30","4.70",,"0.08","0.9","25.2","-3","4","-13","  310","  310","18.1","31.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-01-31","6.71",,"0.01","0.6","25.2","-3","7","-12","  280","  280","17.0","25.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-01","2.91",,"0.00","0.0","25.2","0","16","-12","  210","  200","10.1","14.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-02","5.14",,"0.05","0.6","25.2","19","25","13","  240","  260","16.1","23.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-03","4.92",,"0.04","0.0","24.0","25","29","23","  120","  110","13.0","21.0","    1","    1",,"    1",,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-04","7.38",,"0.40","0.1","24.0","29","32","18","  110","  100","17.0","30.0","    1",,,"    1",,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-05","5.82",,"0.00","0.0","24.0","12","18","2","  320","  320","15.0","21.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-06","5.14",,"0.11","1.6","25.2","13","19","10","  100","   90","14.1","21.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-07","7.16",,"0.61","3.0","24.0","17","26","15","  280","  270","18.1","27.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-08","17.22",,"0.29","2.5","26.0","16","19","10","  260","  300","28.0","38.9","    1","    1",,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-09","7.16",,"0.08","1.3","28.0","15","18","10","  290","  300","17.0","31.1","    1","    1",,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-10","1.12",,"0.01","0.2","27.2","10","19","-1","   60","  240","6.0","6.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-11","5.14",,"0.02","0.2","27.2","17","23","11","  130","  110","10.1","19.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-12","9.62",,"0.24","3.8","27.2","17","22","14","   80","   50","18.1","32.0","    1","    1",,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-13","8.28",,"0.14","3.0","31.1","16","20","12","  310","  320","21.0","29.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-14","6.71",,"0.43","4.7","29.9","19","25","14","  130","   90","15.0","23.9","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-15","12.08",,"0.36","3.6","35.0","25","27","20","  310","  310","23.0","36.0","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-16","7.83",,"0.00","0.0","35.0","18","20","6","  300","  320","16.1","25.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-17","3.80",,"0.00","0.0","35.0","11","21","3","  100","  100","10.1","16.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-18","6.71",,"0.00","0.0","33.9","10","14","3","  310","  310","15.0","23.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2019-02-19","2.91",,"0.00","0.0","33.9","11","26","0","  200","  240","13.0","19.9","    1",,,,"    1",
