"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT06","WT08","WT09"
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-01-27","7.83",,"0.06","0.6","14.2","30","33","27","  300","  330","13.0","18.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-01-28","6.26",,"0.01","0.1","14.2","27","28","22","  330","  330","12.1","18.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-01-29","4.70",,"0.00","0.0","14.2","20","23","15","   70","   70","8.9","14.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-01-30","5.37",,"0.02","0.3","14.2","23","28","21","  100","  100","8.9","15.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-01-31","5.59",,"0.04","0.5","14.2","29","32","28","  200","  200","12.1","18.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-01","6.49",,"0.14","1.3","15.0","32","35","29","  260","  250","13.0","19.9","    1",,,"    1",,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-02","6.26",,"0.08","0.9","15.0","33","35","32","  290","  300","15.0","23.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-03","9.84",,"0.00","0.0","15.0","33","37","29","  290","  300","21.0","33.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-04","14.09",,"0.02","0.8","15.0","27","32","19","  300","  290","23.0","38.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-05","6.71",,"0.00","0.1","14.2","21","25","18","  240","  230","16.1","23.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-06","1.57",,"0.01","0.1","14.2","21","31","13","   80","   90","8.1","13.0","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-07","6.71",,"0.00","0.2","15.0","20","27","1","  280","   10","13.0","19.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-08","5.37",,"0.00","0.1","15.0","1","11","-8","   70","   70","10.1","15.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-09","3.36",,"0.19","2.1","15.0","16","28","9","  220","  220","13.0","17.0","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-10","3.58",,"0.00","0.0","16.1","25","29","19","  210","  200","12.1","16.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-11","8.05",,"0.03","0.5","16.1","25","31","19","  280","  270","17.0","27.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-12","9.62",,"0.05","1.2","16.1","25","36","10","  210","  210","28.0","38.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-13","8.05",,"0.00","0.1","16.9","5","10","-9","   30","   30","16.1","25.1",,,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-14","7.38",,"0.00","0.1","16.9","7","17","0","  210","  200","18.1","25.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-15","10.74",,"0.13","1.1","16.9","20","27","16","  190","  200","17.0","28.0","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-16","9.84",,"0.02","1.2","16.9","21","26","15","  310","  320","21.9","35.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-17","7.38",,"0.00","0.2","18.1","17","25","14","  110","  130","17.0","27.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-18","12.75",,"0.37","6.0","18.1","26","31","17","  290","  290","30.0","49.0","    1","    1",,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-19","8.72",,"0.14","2.9","22.0","17","20","12","  300","  280","21.0","31.1","    1","    1",,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-20","6.26",,"0.01","0.1","22.0","11","21","-5","  230","  300","15.0","21.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-21","11.18",,"0.00","0.0","22.0","20","36","6","  230","  230","28.0","42.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-22","8.05",,"0.00","0.0","20.1","32","40","23","  230","  230","16.1","21.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-23","8.28",,"0.00","0.0","18.9","33","43","23","  210","  220","21.0","30.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-24","9.17",,"0.00","0.0","18.1","36","41","31","  320","  310","15.0","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-25","8.05",,"0.00","0.0","18.1","30","36","23","  310","   60","16.1","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-26","7.16",,"0.00","0.0","18.1","22","29","14","   10","   20","14.1","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-27","15.43",,"0.27","4.4","18.1","14","17","6","  310","  290","25.1","40.9","    1","    1",,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-28","12.75",,"0.34","6.9","25.2","17","18","15","  320","  310","21.9","36.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-02-29","5.37",,"0.00","0.0","26.0","18","28","3","  310","  300","16.1","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-01","8.05",,"0.00","0.0","25.2","24","39","13","  120","  120","18.1","31.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-02","7.61",,"0.00","0.0","22.0","33","35","20","  290","  300","19.9","30.0","    1","    1",,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-03","6.26",,"0.12","2.2","22.0","29","38","20","  290","  290","15.0","19.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-04","10.74",,"0.03","0.3","24.0","31","34","26","  290","  310","23.0","34.0","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-05","8.28",,"0.51","7.2","22.8","25","32","16","  100","   90","19.9","30.0","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-06","8.28",,"0.01","0.2","29.9","27","32","11","   50","   50","17.0","29.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-07","5.37",,"0.00","0.0","28.0","21","40","8","  210","  220","19.9","29.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-08","6.26",,"0.00","0.0","27.2","33","51","22","  200","  200","19.9","31.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-09","6.26",,"0.05","0.1","22.8","39","47","31","  310","  240","16.1","23.0","    1",,,"    1",,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-10","10.07",,"0.08","0.4","22.0","29","31","19","  310","  310","18.1","25.9","    1",,,"    1",,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-11","4.70",,"0.16","2.0","22.0","27","35","19","  120","  120","8.9","14.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-12","9.84",,"0.25","0.3","22.0","35","42","32","  140","  140","23.9","36.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-13","21.25",,"0.06","0.3","20.9","34","38","30","  280","  280","31.1","50.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-14","11.41",,"0.00","0.0","20.9","30","33","25","  310","  310","25.1","38.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-15","5.37",,"0.00","0.0","20.9","24","30","14","   60","   60","13.0","21.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-16","7.16",,"0.15","1.4","20.1","26","34","20","  210","  230","13.0","18.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-17","11.41",,"0.03","0.5","20.9","33","34","19","  280","  270","25.9","40.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-18","5.82",,"0.00","0.0","20.1","28","37","19","  110","  110","12.1","16.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-19","6.71",,"0.52","0.0","20.1","33","41","27","  120","  120","17.0","27.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-20","11.41",,"0.10","0.2","18.9","30","36","16","  320","  320","23.9","35.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-21","3.36",,"0.00","0.0","18.9","19","29","6","  360","   10","13.0","18.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-22","8.05",,"0.00","0.0","18.9","22","32","12","  150","  150","19.9","29.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-23","4.47",,"0.00","0.0","18.1","31","39","23","  200","  190","14.1","17.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-24","4.25",,"0.00","0.0","18.1","34","44","24","  150","  120","8.9","14.1","    1","    1",,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-25","5.82",,"0.79","0.0","18.1","36","43","32","  210","  190","16.1","25.1","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-26","2.68",,"0.13","0.0","16.1","37","41","34","  260","   20","8.9","14.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-27","4.25",,"0.00","0.0","16.1","36","44","28","  140","  160","12.1","15.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-28","5.59",,"0.00","0.0","15.0","40","49","33","  100","  100","14.1","25.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-29","8.05",,"0.37","0.0","13.0","42","47","38","  100","  100","21.0","36.0","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-30","8.72",,"0.00","0.0","11.0","40","43","36","   30","   20","15.0","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-03-31","3.80",,"0.00","0.0","11.0","38","43","36","   30","   20","12.1","17.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-01","6.71",,"0.00","0.0","9.8","42","51","36","  290","  310","14.1","21.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-02","7.16",,"0.00","0.0","7.9","40","49","30","  310","  290","16.1","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-03","3.58",,"0.00","0.0","7.1","41","55","30","  130","  120","8.1","14.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-04","10.51",,"0.09","0.2","3.9","37","39","31","  310","  290","21.0","31.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-05","7.61",,"0.00","0.0","3.9","36","45","30","  330","  330","16.1","23.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-06","2.24",,"0.00","0.0","3.1","38","51","29","  260","  260","12.1","14.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-07","5.37",,"0.10","0.0","2.0","38","42","32","  110","  110","10.1","17.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-08","7.83",,"0.03","0.0","1.2","40","52","34","  290","  290","19.9","28.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-09","15.88",,"0.04","0.5","0.0","36","39","33","  310","  310","25.1","42.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-10","12.53",,"0.00","0.0","0.0","33","37","29","  310","  290","23.0","33.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-11","6.49",,"0.00","0.0","0.0","37","51","25","  200","  190","21.0","30.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-12","2.46",,"0.10","0.0","0.0","40","47","34","   60","   60","12.1","21.0","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-13","14.09",,"0.63","2.3","0.0","38","44","28","  290","  300","31.1","53.0","    1","    1",,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-14","8.28",,"0.31","2.6","3.1","29","34","20","  250","  260","21.0","32.0","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-15","9.17",,"0.04","0.8","5.1","26","33","17","  300","  320","18.1","28.0","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-16","10.51",,"0.00","0.0","2.0","29","37","22","  290","  320","23.0","35.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-17","6.04",,"0.00","0.0","2.0","33","43","24","  310","  330","16.1","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-18","9.62",,"0.00","0.0","0.0","39","53","26","  210","  210","30.0","45.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-19","11.63",,"0.00","0.0","0.0","36","42","25","  300","  300","23.9","34.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-20","8.95",,"0.08","0.1","0.0","33","47","24","  220","  220","23.0","33.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-21","19.91",,"0.06","0.7","0.0","29","34","24","  310","  300","30.0","45.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-22","6.49",,"0.00","0.0","0.0","30","36","21","  320","  330","14.1","21.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-23","7.38",,"0.00","0.0","0.0","34","45","24","  140","  140","16.1","25.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-24","5.14",,"0.00","0.0","0.0","42","56","29","  270","  310","14.1","19.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-25","4.25",,"0.00","0.0","0.0","45","61","30","  290","  340","12.1","17.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-26","5.82",,"0.00","0.0","0.0","49","63","37","  290","   70","14.1","21.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-27","8.05",,"0.00","0.0","0.0","47","59","36","  160","  140","16.1","25.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-28","9.17",,"0.02","0.0","0.0","45","49","43","  100","  110","15.0","23.0","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-29","10.74",,"1.70","0.0","0.0","47","50","41","   60","   50","17.0","30.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-04-30","8.50",,"0.49","0.0","0.0","44","53","36","  360","  340","18.1","30.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-01","6.04",,"0.00","0.0","0.0","49","69","34","  230","  220","19.9","25.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-02","5.82",,"0.00","0.0","0.0","51","64","42","  120","  120","15.0","21.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-03","11.63",,"0.00","0.0","0.0","45","51","38","  310","  300","21.9","33.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-04","10.51",,"0.00","0.0","0.0","39","43","32","  300","  320","19.9","30.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-05","5.14",,"0.00","0.0","0.0","40","54","29","  310","  320","15.0","21.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-06","7.38",,"0.00","0.0","0.0","44","58","32","  310","  310","19.9","28.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-07","12.30",,"0.00","0.0","0.0","39","45","31","  310","  300","25.1","40.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-08","12.53",,"0.01","0.2","0.0","31","36","28","  320","  320","23.9","38.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-09","10.96",,"0.07","1.0","1.2","34","40","29","  310","  320","23.9","36.0","    1","    1",,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-10","10.51",,"0.00","0.0","0.0","36","44","29","  310","  290","21.0","30.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-11","11.86",,"0.00","0.0","0.0","35","37","30","  320","  300","23.9","35.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-12","10.96",,"0.00","0.0","0.0","35","41","28","  310","  320","19.9","32.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-13","5.59",,"0.00","0.0","0.0","41","57","27","  150","  120","15.0","23.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-14","6.93",,"0.31","0.0","0.0","43","46","42","  130","  120","18.1","28.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-15","5.82",,"0.56","0.0","0.0","47","57","42","  320","  320","17.0","25.1","    1","    1","    1",,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-16","5.82",,"0.00","0.0","0.0","52","66","39","  140","  150","13.0","18.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-17","6.71",,"0.00","0.0","0.0","56","66","48","  140","  130","18.1","29.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-18","8.72",,"0.00","0.0","0.0","60","68","53","   90","   90","18.1","30.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-19","9.17",,"0.00","0.0","0.0","63","72","56","  140","  130","18.1","28.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-20","8.50",,"0.00","0.0","0.0","62","74","51","  150","  120","18.1","27.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-21","4.92",,"0.00","0.0","0.0","61","77","46","  150","  100","15.0","21.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-22","4.03",,"0.00","0.0","0.0","65","83","50","  150","  130","12.1","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-23","6.49",,"0.00","0.0","0.0","68","82","53","  140","  140","16.1","25.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-24","5.82",,"0.00","0.0","0.0","64","68","58","  120","   90","13.0","23.0","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-25","6.04",,"0.00","0.0","0.0","65","81","57","  160","  140","15.0","23.0","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-26","6.04",,"0.00","0.0","0.0","72","90","60","  210","  200","17.0","27.1","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-27","6.71",,"0.00","0.0","0.0","76","90","63","  200","  220","17.0","25.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-28","5.82",,"1.53","0.0","0.0","69","72","53","  300","  300","16.1","23.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-29","8.72",,"0.00","0.0","0.0","57","68","46","  300","  310","16.1","25.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-30","11.41",,"0.00","0.0","0.0","49","55","41","  320","  340","21.9","38.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-05-31","6.26",,"0.01","0.0","0.0","47","60","36","  310","  290","17.0","29.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-01","5.37",,"0.19","0.0","0.0","56","74","41","  200","  260","18.1","27.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-02","6.49",,"0.00","0.0","0.0","62","81","54","  310","  310","17.0","23.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-03","6.71",,"0.00","0.0","0.0","63","74","53","  290","  290","16.1","23.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-04","3.80",,"0.00","0.0","0.0","62","78","45","  180","  180","13.0","21.0","    1","    1",,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-05","2.91",,"0.05","0.0","0.0","61","70","52","  180","  330","12.1","17.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-06","8.95",,"0.00","0.0","0.0","58","67","45","  310","  320","19.9","29.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-07","2.46",,"0.00","0.0","0.0","53","64","42","  290","  290","10.1","14.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-08","7.38",,"0.00","0.0","0.0","61","72","54","  150","  140","16.1","27.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-09","6.26",,"0.00","0.0","0.0","67","83","53","  110","  100","14.1","25.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-10","14.32",,"1.53","0.0","0.0","70","79","48","  200","  220","35.1","51.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-11","13.87",,"0.16","0.0","0.0","52","58","42","  300","  310","23.9","38.9","    1",,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-12","11.18",,"0.00","0.0","0.0","45","49","41","  310","  300","21.0","29.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-13","5.14",,"0.00","0.0","0.0","51","64","37","  290","  310","16.1","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-14","4.92",,"0.00","0.0","0.0","56","70","40","  160","  150","13.0","18.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-15","6.26",,"0.00","0.0","0.0","59","72","44","  130","  140","17.0","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-16","6.04",,"0.00","0.0","0.0","64","79","47","  200","  200","15.0","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-17","4.03",,"0.00","0.0","0.0","69","85","54","  230","  210","12.1","16.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-18","4.92",,"0.00","0.0","0.0","71","86","56","  230","  200","12.1","18.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-19","5.14",,"0.00","0.0","0.0","73","87","58","  210","  200","14.1","19.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-20","3.13",,"0.00","0.0","0.0","72","85","58","  150","  150","12.1","19.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-21","4.03",,"0.09","0.0","0.0","67","72","58","  320","  340","12.1","15.0","    1",,"    1",,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-22","2.91",,"0.34","0.0","0.0","65","75","57","  250","  250","15.0","21.9","    1","    1",,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-23","6.49",,"2.28","0.0","0.0","61","64","55","  330","  330","18.1","33.1","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-24","9.17",,"0.10","0.0","0.0","54","58","50","  300","  310","18.1","30.0","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-25","6.26",,"0.00","0.0","0.0","62","76","53","  280","  270","15.0","21.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-26","4.47",,"0.00","0.0","0.0","66","84","51","  210","  200","17.0","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-27","9.17",,"0.00","0.0","0.0","65","70","58","  310","  330","16.1","23.9","    1",,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-28","4.70",,"0.00","0.0","0.0","68","84","52","  300","  290","13.0","19.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-29","4.25",,"0.00","0.0","0.0","72","87","57","  120","  140","13.0","18.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-06-30","4.70",,"0.00","0.0","0.0","76","87","62","  190","  140","12.1","17.0",,,,,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-07-01","3.36",,"0.00","0.0","0.0","78","90","64","  260","  260","8.9","13.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-07-02","6.26",,"0.00","0.0","0.0","76","86","64","  290","  310","15.0","21.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-07-03","6.26",,"0.00","0.0","0.0","73","86","62","  300","  310","15.0","23.9",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-07-04","3.13",,"0.00","0.0","0.0","74","89","59","  310","  310","12.1","17.0",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-07-05","2.46",,"0.00","0.0","0.0","75","86","64","  310","  310","8.9","12.1",,,,,,
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-07-06","4.47",,"0.09","0.0","0.0","76","86","68","  310","  300","17.0","23.9","    1",,"    1",,"    1",
"USW00014847","SAULT STE MARIE SANDERSON FIELD, MI US","2020-07-07","5.82",,"0.00","0.0","0.0","72","77","61","  310","  310","14.1","21.9","    1",,,,"    1",
